ts,bid,ask,bid_size,ask_size
2020-01-01 00:05:50+00:00,99.99855198153503,100.02205615745623,281,67
2020-01-01 00:05:53+00:00,99.96370149310782,100.01900253051802,187,281
2020-01-01 00:05:54+00:00,99.97083888221482,99.99156759672508,124,197
2020-01-01 00:05:57+00:00,99.95883390519383,100.00893652993979,189,220
2020-01-01 00:05:58+00:00,99.9588523883878,99.99366762209861,259,128
2020-01-01 00:06:00+00:00,99.9549038417839,99.97490919874485,211,102
2020-01-01 00:06:03+00:00,99.91446191590454,99.96232602959073,146,239
2020-01-01 00:06:04+00:00,99.91060102015079,99.93784297221193,145,62
2020-01-01 00:06:06+00:00,99.91618258584366,99.95117229331147,171,144
2020-01-01 00:06:08+00:00,99.92521114513595,99.95401932192921,151,107
2020-01-01 00:06:10+00:00,99.9311103750843,99.97155628136713,69,88
2020-01-01 00:06:12+00:00,99.93050613493118,99.9592025773703,214,229
2020-01-01 00:06:15+00:00,99.9275587299952,99.95534561533829,159,94
2020-01-01 00:06:16+00:00,99.93615022158764,99.96850020906228,120,296
2020-01-01 00:06:19+00:00,99.90828773018323,99.9622073351048,92,62
2020-01-01 00:06:21+00:00,99.9688912867383,99.9941774765333,199,107
2020-01-01 00:06:23+00:00,99.95202646312076,99.97856283221377,287,183
2020-01-01 00:06:25+00:00,99.94236161450438,100.00554087570133,89,190
2020-01-01 00:06:26+00:00,99.97038340823127,100.02693505123963,96,175
2020-01-01 00:06:29+00:00,99.96303043356504,100.01257886373465,175,98
2020-01-01 00:06:31+00:00,99.93315329929483,99.96378756110828,254,184
2020-01-01 00:06:32+00:00,99.90211803870992,99.94741412406972,79,215
2020-01-01 00:06:34+00:00,99.87228827074388,99.90831930851333,137,250
2020-01-01 00:06:36+00:00,99.83611361857402,99.87324894892487,128,253
2020-01-01 00:06:38+00:00,99.86792404040712,99.89795159907872,78,260
2020-01-01 00:06:40+00:00,99.87780150846278,99.91635380061435,141,290
2020-01-01 00:06:43+00:00,99.88853845820802,99.93091539980992,195,289
2020-01-01 00:06:45+00:00,99.88113969532144,99.90880557179209,211,153
2020-01-01 00:06:46+00:00,99.87390667979821,99.91710262006379,229,168
2020-01-01 00:06:48+00:00,99.8652303907228,99.91066379014084,82,288
2020-01-01 00:06:51+00:00,99.8682172957946,99.89852887826443,229,94
2020-01-01 00:06:53+00:00,99.85546265262535,99.90274153092447,57,154
2020-01-01 00:06:54+00:00,99.88216306811609,99.9087666512346,267,87
2020-01-01 00:06:57+00:00,99.87104105118455,99.92976237809366,196,146
2020-01-01 00:06:58+00:00,99.88346001698741,99.92248765236585,67,55
2020-01-01 00:07:01+00:00,99.87052055715195,99.92888655456325,251,134
2020-01-01 00:07:03+00:00,99.86235219820037,99.88654435230825,222,154
2020-01-01 00:07:05+00:00,99.86596314194121,99.8965321033974,113,213
2020-01-01 00:07:07+00:00,99.86511635763807,99.89979698605015,198,297
2020-01-01 00:07:08+00:00,99.89524934527887,99.92598723674448,233,80
2020-01-01 00:07:11+00:00,99.8669581686925,99.89695673437494,251,77
2020-01-01 00:07:12+00:00,99.85030213788625,99.88251820210732,108,150
2020-01-01 00:07:15+00:00,99.84915188010613,99.88491143838188,266,191
2020-01-01 00:07:16+00:00,99.85859136885605,99.88878502597382,212,189
2020-01-01 00:07:18+00:00,99.85896288395296,99.9040196814469,222,277
2020-01-01 00:07:20+00:00,99.86008302922903,99.90024221189665,222,52
2020-01-01 00:07:23+00:00,99.86002409212324,99.88192413516617,173,298
2020-01-01 00:07:25+00:00,99.86029914044099,99.88454800474008,64,292
2020-01-01 00:07:26+00:00,99.87681374380502,99.92414080305302,232,216
2020-01-01 00:07:29+00:00,99.88902358752524,99.94151299657604,124,199
2020-01-01 00:07:30+00:00,99.88374661173398,99.90817068998851,238,69
2020-01-01 00:07:32+00:00,99.87583682400951,99.900009241778,225,203
2020-01-01 00:07:35+00:00,99.84724028385457,99.87529312627697,59,59
2020-01-01 00:07:36+00:00,99.83075316885585,99.85592475047808,183,80
2020-01-01 00:07:39+00:00,99.84690915961082,99.86773747127896,214,212
2020-01-01 00:07:41+00:00,99.85453836528062,99.90076863680376,271,249
2020-01-01 00:07:43+00:00,99.85039785297825,99.88427972996998,292,191
2020-01-01 00:07:44+00:00,99.86031618784043,99.89648072819853,135,160
2020-01-01 00:07:47+00:00,99.8384115330868,99.88136099192269,235,129
2020-01-01 00:07:48+00:00,99.85417577131136,99.89717376916911,137,190
2020-01-01 00:07:51+00:00,99.85405575691335,99.88541248479397,104,285
2020-01-01 00:07:53+00:00,99.85188839497832,99.8823670281935,297,95
2020-01-01 00:07:55+00:00,99.83882245102554,99.87072448107615,91,65
2020-01-01 00:07:57+00:00,99.82407453659894,99.86790106876592,62,220
2020-01-01 00:07:58+00:00,99.86175350141151,99.88866100390486,118,228
2020-01-01 00:08:01+00:00,99.86797963613891,99.89567458092385,186,172
2020-01-01 00:08:03+00:00,99.86955534289272,99.91424444919629,143,74
2020-01-01 00:08:05+00:00,99.87029671444989,99.90338706073652,131,152
2020-01-01 00:08:07+00:00,99.87119268586399,99.893475130873,204,85
2020-01-01 00:08:08+00:00,99.86175176272324,99.89247213698503,163,256
2020-01-01 00:08:10+00:00,99.85312154680135,99.87324395411274,75,285
2020-01-01 00:08:12+00:00,99.86065602755166,99.88776225533788,267,212
2020-01-01 00:08:14+00:00,99.84657181104627,99.87045998300094,164,284
2020-01-01 00:08:17+00:00,99.85473344812785,99.88343046922559,68,87
2020-01-01 00:08:18+00:00,99.8769249853224,99.9066635137774,166,284
2020-01-01 00:08:20+00:00,99.87307653467401,99.93627769989403,165,136
2020-01-01 00:08:22+00:00,99.86011856980868,99.9170513168376,204,149
2020-01-01 00:08:24+00:00,99.90133208336509,99.92662002535836,187,279
2020-01-01 00:08:26+00:00,99.88667540985846,99.91504066157778,290,125
2020-01-01 00:08:29+00:00,99.86882412810374,99.92572126432694,121,106
2020-01-01 00:08:30+00:00,99.87843371743428,99.90046844483614,237,231
2020-01-01 00:08:32+00:00,99.86319267880198,99.88781861059921,109,261
2020-01-01 00:08:35+00:00,99.83648582674194,99.88260109133243,165,225
2020-01-01 00:08:37+00:00,99.83195020273195,99.87301912663563,163,86
2020-01-01 00:08:39+00:00,99.8333661753016,99.87071849843296,57,81
2020-01-01 00:08:41+00:00,99.84022473926028,99.86884219654611,80,79
2020-01-01 00:08:43+00:00,99.81127648248828,99.85336730818229,204,291
2020-01-01 00:08:45+00:00,99.83652215337743,99.87571373305168,51,193
2020-01-01 00:08:47+00:00,99.8434399803486,99.87681300955897,97,198
2020-01-01 00:08:49+00:00,99.83362372868532,99.89110165025869,96,87
2020-01-01 00:08:50+00:00,99.84661656101238,99.8825753355517,57,61
2020-01-01 00:08:53+00:00,99.86482917680459,99.88942080483946,79,217
2020-01-01 00:08:55+00:00,99.87216224271724,99.89809047660823,207,85
2020-01-01 00:08:57+00:00,99.87468641622407,99.9045899745163,83,87
2020-01-01 00:08:59+00:00,99.85881482964781,99.89600545621288,76,169
2020-01-01 00:09:01+00:00,99.8782827009824,99.89845504085523,221,255
2020-01-01 00:09:02+00:00,99.84975502692544,99.92745226219279,213,57
2020-01-01 00:09:04+00:00,99.87847691454857,99.89921113206054,98,242
2020-01-01 00:09:06+00:00,99.86771586034583,99.90067825213042,250,72
2020-01-01 00:09:09+00:00,99.87287840636372,99.90817867727304,257,67
2020-01-01 00:09:10+00:00,99.88011666220382,99.91558692846064,251,258
2020-01-01 00:09:13+00:00,99.89267475911318,99.91415286824595,130,224
2020-01-01 00:09:15+00:00,99.89981482255692,99.9592945931162,117,224
2020-01-01 00:09:16+00:00,99.91816082014311,99.96852369369658,58,283
2020-01-01 00:09:18+00:00,99.92553518358851,99.9652708470155,201,253
2020-01-01 00:09:20+00:00,99.94143554178653,99.96524274671181,119,80
2020-01-01 00:09:23+00:00,99.91381030069559,99.9433734501524,261,141
2020-01-01 00:09:24+00:00,99.9228031754138,99.96211869884195,295,60
2020-01-01 00:09:26+00:00,99.92149408837254,99.95042938825652,54,108
2020-01-01 00:09:28+00:00,99.90532511741327,99.94405080665405,163,58
2020-01-01 00:09:31+00:00,99.92051757642378,99.94849259542949,52,252
2020-01-01 00:09:33+00:00,99.90683998793827,99.93116694714814,85,128
2020-01-01 00:09:34+00:00,99.91952908692538,99.94032853766889,69,173
2020-01-01 00:09:37+00:00,99.90329267505021,99.93705841126231,182,139
2020-01-01 00:09:39+00:00,99.87890283185966,99.91904371963402,124,94
2020-01-01 00:09:41+00:00,99.87818730072037,99.9144160019331,180,168
2020-01-01 00:09:43+00:00,99.89922026961455,99.91944334893836,115,152
2020-01-01 00:09:44+00:00,99.88198279478439,99.91976945965692,123,98
2020-01-01 00:09:47+00:00,99.89013561914133,99.93167727557373,106,185
2020-01-01 00:09:48+00:00,99.89025320456767,99.92958846924896,240,188
2020-01-01 00:09:51+00:00,99.894319021262,99.92692454218074,135,136
2020-01-01 00:09:52+00:00,99.9144856943443,99.9375637271413,231,210
2020-01-01 00:09:55+00:00,99.89754771271316,99.95663294631012,84,172
2020-01-01 00:09:57+00:00,99.93667347043123,100.00412827519094,148,193
2020-01-01 00:09:58+00:00,99.942644695828,99.98927848858517,167,114
2020-01-01 00:10:01+00:00,99.940531586845,99.9648310835297,139,248
2020-01-01 00:10:02+00:00,99.90672682607035,99.93865964793378,101,134
2020-01-01 00:10:05+00:00,99.88181005387668,99.92612892596946,68,103
2020-01-01 00:10:07+00:00,99.87861954406634,99.92753682148691,254,268
2020-01-01 00:10:09+00:00,99.86053589770702,99.89051600104975,174,177
2020-01-01 00:10:11+00:00,99.83239861972399,99.87372095417149,128,254
2020-01-01 00:10:13+00:00,99.83876414479182,99.88027433758525,293,208
2020-01-01 00:10:14+00:00,99.8353718027634,99.87442033617131,289,168
2020-01-01 00:10:17+00:00,99.82904842393573,99.85093956237112,113,206
2020-01-01 00:10:18+00:00,99.77841207051989,99.84793552630748,192,56
2020-01-01 00:10:21+00:00,99.78644969764476,99.81398177238758,138,241
2020-01-01 00:10:22+00:00,99.78040358970244,99.81251213065954,86,236
2020-01-01 00:10:25+00:00,99.77480849844879,99.8080312287705,126,69
2020-01-01 00:10:27+00:00,99.76611461156301,99.80857206661469,153,269
2020-01-01 00:10:28+00:00,99.77106840693448,99.79264510261207,194,188
2020-01-01 00:10:30+00:00,99.76453392090177,99.7848624434409,129,136
2020-01-01 00:10:32+00:00,99.7671636446272,99.79135784282266,79,235
2020-01-01 00:10:34+00:00,99.78287231201195,99.80348790367312,227,67
2020-01-01 00:10:37+00:00,99.78622863586281,99.81898754495083,173,106
2020-01-01 00:10:39+00:00,99.78295166779849,99.80462893375916,260,53
2020-01-01 00:10:41+00:00,99.79457454119579,99.81817042547435,242,296
2020-01-01 00:10:42+00:00,99.79576035148368,99.8315944260225,268,257
2020-01-01 00:10:45+00:00,99.8091308992701,99.83271945527598,278,157
2020-01-01 00:10:46+00:00,99.82037881927457,99.84112363458084,54,206
2020-01-01 00:10:49+00:00,99.822452544177,99.85822011090184,245,163
2020-01-01 00:10:51+00:00,99.79357835277236,99.85325591617814,117,271
2020-01-01 00:10:52+00:00,99.80659032348105,99.83978859591069,236,68
2020-01-01 00:10:54+00:00,99.80673869322513,99.82773089015143,112,154
2020-01-01 00:10:56+00:00,99.78393213311769,99.81829556835639,189,53
2020-01-01 00:10:58+00:00,99.82950661756696,99.8623100522206,148,162
2020-01-01 00:11:01+00:00,99.83112052519162,99.85145576064237,263,74
2020-01-01 00:11:03+00:00,99.81339309434401,99.8449644927812,292,120
2020-01-01 00:11:04+00:00,99.81802983905041,99.85613242876605,253,241
2020-01-01 00:11:06+00:00,99.82137206206097,99.84493115426712,177,294
2020-01-01 00:11:08+00:00,99.79546848098619,99.85492696684884,294,192
2020-01-01 00:11:11+00:00,99.80634292182515,99.85167906619256,299,190
2020-01-01 00:11:12+00:00,99.82749825695561,99.8510359586632,285,72
2020-01-01 00:11:15+00:00,99.82560331913155,99.86546403558194,113,98
2020-01-01 00:11:16+00:00,99.84291628177118,99.87204986494825,198,78
2020-01-01 00:11:18+00:00,99.82778210951622,99.86191275536154,290,80
2020-01-01 00:11:20+00:00,99.80670223630419,99.8548533458979,185,149
2020-01-01 00:11:22+00:00,99.83983718484635,99.8644560342282,77,261
2020-01-01 00:11:24+00:00,99.82420216802791,99.84788404887016,239,139
2020-01-01 00:11:27+00:00,99.83338823492443,99.85564758064237,228,269
2020-01-01 00:11:29+00:00,99.81224385824477,99.86427516093404,144,170
2020-01-01 00:11:30+00:00,99.80075288322911,99.83372464556237,174,154
2020-01-01 00:11:33+00:00,99.81465431378258,99.83782673624764,206,250
2020-01-01 00:11:34+00:00,99.8145339410817,99.86247828239028,181,59
2020-01-01 00:11:37+00:00,99.78779893136108,99.8185523342835,93,163
2020-01-01 00:11:39+00:00,99.7790283818542,99.80133089566306,146,261
2020-01-01 00:11:41+00:00,99.77890499460786,99.80394819243703,190,206
2020-01-01 00:11:43+00:00,99.74861473036685,99.7719824938406,137,284
2020-01-01 00:11:45+00:00,99.7529272085369,99.78171624880554,164,242
2020-01-01 00:11:47+00:00,99.71978721941912,99.74792847810815,131,129
2020-01-01 00:11:48+00:00,99.74358217080005,99.76663077883696,279,78
2020-01-01 00:11:51+00:00,99.72402404488915,99.75233811081793,232,69
2020-01-01 00:11:52+00:00,99.72149094036405,99.75721083944649,80,92
2020-01-01 00:11:55+00:00,99.70017446458787,99.73421476666884,240,91
2020-01-01 00:11:57+00:00,99.72585140188646,99.74695306643106,111,90
2020-01-01 00:11:58+00:00,99.71731897399022,99.73965632803106,199,51
2020-01-01 00:12:01+00:00,99.70023387523476,99.72731962888444,162,223
2020-01-01 00:12:03+00:00,99.69032477802438,99.73955131537613,54,179
2020-01-01 00:12:05+00:00,99.69545435553975,99.72440748290636,280,133
2020-01-01 00:12:06+00:00,99.65007658882459,99.68069681070662,125,175
2020-01-01 00:12:08+00:00,99.6390402486523,99.67181155001435,160,253
2020-01-01 00:12:10+00:00,99.6391869106613,99.6767680861895,66,152
2020-01-01 00:12:13+00:00,99.60432681443879,99.68195197841081,264,233
2020-01-01 00:12:14+00:00,99.62905481212844,99.66170443406862,134,221
2020-01-01 00:12:17+00:00,99.61788073467055,99.66347401266843,230,71
2020-01-01 00:12:19+00:00,99.63746245715144,99.66667204155574,129,220
2020-01-01 00:12:21+00:00,99.62597470435625,99.66108570653074,90,86
2020-01-01 00:12:23+00:00,99.63854778398951,99.69344279534252,257,174
2020-01-01 00:12:24+00:00,99.6333342267418,99.67961858727858,288,114
2020-01-01 00:12:27+00:00,99.64179282147545,99.66823178353111,161,153
2020-01-01 00:12:28+00:00,99.61615435634663,99.67906575365309,296,286
2020-01-01 00:12:31+00:00,99.61071552762786,99.64864044319134,56,237
2020-01-01 00:12:32+00:00,99.61427725423668,99.64031758100843,132,174
