ts,price,size
2020-01-01 00:01:13+00:00,99.95990517928892,6
2020-01-01 00:01:15+00:00,99.98315522401353,8
2020-01-01 00:01:16+00:00,99.93696854049074,5
2020-01-01 00:01:19+00:00,99.95812557503528,9
2020-01-01 00:01:20+00:00,99.92664213350574,7
2020-01-01 00:01:22+00:00,99.98106240224018,1
2020-01-01 00:01:25+00:00,99.98470045542868,8
2020-01-01 00:01:26+00:00,99.96574589255779,8
2020-01-01 00:01:29+00:00,99.93385600775514,4
2020-01-01 00:01:31+00:00,99.93193673978007,1
2020-01-01 00:01:32+00:00,99.91516834871932,2
2020-01-01 00:01:34+00:00,99.88782828946826,7
2020-01-01 00:01:36+00:00,99.86211790220702,4
2020-01-01 00:01:38+00:00,99.85669386792861,9
2020-01-01 00:01:40+00:00,99.86059358575672,5
2020-01-01 00:01:43+00:00,99.91589356962618,1
2020-01-01 00:01:45+00:00,99.91320684568258,9
2020-01-01 00:01:46+00:00,99.85614960786326,7
2020-01-01 00:01:49+00:00,99.92511849713043,9
2020-01-01 00:01:51+00:00,99.93448781731074,1
2020-01-01 00:01:53+00:00,99.89593208225145,9
2020-01-01 00:01:55+00:00,99.87706555277042,6
2020-01-01 00:01:56+00:00,99.89249734052532,9
2020-01-01 00:01:59+00:00,99.87014047676699,4
2020-01-01 00:02:00+00:00,99.87729793735063,6
2020-01-01 00:02:02+00:00,99.9071484898732,6
2020-01-01 00:02:04+00:00,99.92247127036029,1
2020-01-01 00:02:06+00:00,99.95734257308536,7
2020-01-01 00:02:09+00:00,99.94924007420873,5
2020-01-01 00:02:10+00:00,99.9181226393011,2
2020-01-01 00:02:12+00:00,99.9262058643666,2
2020-01-01 00:02:14+00:00,99.94446371576416,3
2020-01-01 00:02:17+00:00,99.96168282514833,4
2020-01-01 00:02:19+00:00,99.98044876265651,2
2020-01-01 00:02:21+00:00,99.90348629498654,6
2020-01-01 00:02:22+00:00,99.87597865940573,4
2020-01-01 00:02:25+00:00,99.92865026304973,5
2020-01-01 00:02:26+00:00,99.91741115287182,1
2020-01-01 00:02:28+00:00,99.84296399193808,9
2020-01-01 00:02:30+00:00,99.88876864589872,1
2020-01-01 00:02:33+00:00,99.88753044265486,7
2020-01-01 00:02:35+00:00,99.87933305048512,7
2020-01-01 00:02:37+00:00,99.91792866645412,7
2020-01-01 00:02:38+00:00,99.88307180889224,7
2020-01-01 00:02:41+00:00,99.86675529702462,6
2020-01-01 00:02:42+00:00,99.86666532070141,1
2020-01-01 00:02:45+00:00,99.89273481156813,3
2020-01-01 00:02:47+00:00,99.84903388440945,6
2020-01-01 00:02:48+00:00,99.90268879771052,8
2020-01-01 00:02:51+00:00,99.87833808456183,7
2020-01-01 00:02:53+00:00,99.87229775977717,9
2020-01-01 00:02:55+00:00,99.86697637778141,4
2020-01-01 00:02:57+00:00,99.87581497019215,6
2020-01-01 00:02:59+00:00,99.94557679467916,3
2020-01-01 00:03:00+00:00,99.91311059473506,5
2020-01-01 00:03:03+00:00,99.96234202266272,3
2020-01-01 00:03:04+00:00,99.98022399747266,1
2020-01-01 00:03:06+00:00,99.92919544812813,6
2020-01-01 00:03:08+00:00,99.98523468541511,2
2020-01-01 00:03:11+00:00,99.99715390577013,2
2020-01-01 00:03:13+00:00,99.95796138621962,4
2020-01-01 00:03:15+00:00,99.9276874637269,5
2020-01-01 00:03:17+00:00,99.92718438015837,6
2020-01-01 00:03:19+00:00,99.92969561890236,4
2020-01-01 00:03:21+00:00,99.99256751359758,8
2020-01-01 00:03:22+00:00,99.98092968671607,5
2020-01-01 00:03:25+00:00,99.94306830804908,7
2020-01-01 00:03:27+00:00,99.98476496124213,7
2020-01-01 00:03:28+00:00,99.96051251196961,4
2020-01-01 00:03:30+00:00,99.9378905620248,3
2020-01-01 00:03:33+00:00,99.91154707779445,8
2020-01-01 00:03:34+00:00,99.87688000587849,3
2020-01-01 00:03:37+00:00,99.92628615906753,4
2020-01-01 00:03:38+00:00,99.84621181895778,5
2020-01-01 00:03:40+00:00,99.86773071287134,7
2020-01-01 00:03:42+00:00,99.8431722640633,3
2020-01-01 00:03:44+00:00,99.80327186971547,3
2020-01-01 00:03:47+00:00,99.8434870936567,7
2020-01-01 00:03:48+00:00,99.85830378207157,8
2020-01-01 00:03:50+00:00,99.84896989700246,2
2020-01-01 00:03:53+00:00,99.86951894991655,9
2020-01-01 00:03:55+00:00,99.84029592127997,9
2020-01-01 00:03:56+00:00,99.86890220939634,3
2020-01-01 00:03:59+00:00,99.84862728686244,9
2020-01-01 00:04:00+00:00,99.88911803020005,1
2020-01-01 00:04:03+00:00,99.91298320957344,2
2020-01-01 00:04:04+00:00,99.8475435610676,9
2020-01-01 00:04:07+00:00,99.89314002080025,5
2020-01-01 00:04:09+00:00,99.89220485000111,4
2020-01-01 00:04:11+00:00,99.93668927780158,4
2020-01-01 00:04:13+00:00,99.91647879022096,4
2020-01-01 00:04:14+00:00,99.93554453129501,4
2020-01-01 00:04:17+00:00,99.89401622107702,2
2020-01-01 00:04:18+00:00,99.95736161918576,2
2020-01-01 00:04:20+00:00,99.97986571642608,4
2020-01-01 00:04:22+00:00,99.93368472197868,5
2020-01-01 00:04:24+00:00,99.92397120478833,8
2020-01-01 00:04:26+00:00,99.85969188532648,8
2020-01-01 00:04:29+00:00,99.9137623683455,4
2020-01-01 00:04:30+00:00,99.9072760763644,3
2020-01-01 00:04:32+00:00,99.90790288743852,1
2020-01-01 00:04:35+00:00,99.91148327405149,8
2020-01-01 00:04:37+00:00,99.94988131175543,2
2020-01-01 00:04:38+00:00,99.95549020371985,7
2020-01-01 00:04:40+00:00,100.02545037373471,7
2020-01-01 00:04:43+00:00,100.02540441926838,6
2020-01-01 00:04:44+00:00,99.9928435678163,8
2020-01-01 00:04:46+00:00,100.02751649292752,8
2020-01-01 00:04:48+00:00,99.99340494647437,8
2020-01-01 00:04:51+00:00,100.00254231694305,6
2020-01-01 00:04:52+00:00,100.02594884494427,1
2020-01-01 00:04:55+00:00,100.01257730626428,8
2020-01-01 00:04:57+00:00,100.02851203291924,1
2020-01-01 00:04:58+00:00,99.99081105884768,9
2020-01-01 00:05:01+00:00,100.0112926516372,7
2020-01-01 00:05:03+00:00,100.03073444585453,8
2020-01-01 00:05:04+00:00,100.02621711748873,9
2020-01-01 00:05:07+00:00,99.9969353913376,6
2020-01-01 00:05:09+00:00,100.06827167539693,5
2020-01-01 00:05:11+00:00,100.02099176891407,3
2020-01-01 00:05:13+00:00,100.08441456907026,6
2020-01-01 00:05:15+00:00,100.0654560192912,6
2020-01-01 00:05:16+00:00,100.02590989905681,3
2020-01-01 00:05:18+00:00,100.03927354144436,7
2020-01-01 00:05:21+00:00,100.01628902991447,9
2020-01-01 00:05:22+00:00,100.05038345381219,7
2020-01-01 00:05:25+00:00,100.06757963247439,1
2020-01-01 00:05:27+00:00,100.04037797034196,4
2020-01-01 00:05:28+00:00,100.09109396079025,7
2020-01-01 00:05:31+00:00,100.03369668797147,7
2020-01-01 00:05:32+00:00,99.98650052986741,3
2020-01-01 00:05:34+00:00,99.99288996228532,3
2020-01-01 00:05:36+00:00,100.01225713246907,7
2020-01-01 00:05:39+00:00,100.07662746753874,2
2020-01-01 00:05:41+00:00,100.02710849576772,8
2020-01-01 00:05:43+00:00,100.05511923818915,9
2020-01-01 00:05:45+00:00,100.02124243322716,7
2020-01-01 00:05:47+00:00,100.05506994330638,9
2020-01-01 00:05:48+00:00,100.04164696609641,4
2020-01-01 00:05:50+00:00,100.06005315022361,4
2020-01-01 00:05:53+00:00,100.08579908714567,2
2020-01-01 00:05:54+00:00,100.07732372147396,5
2020-01-01 00:05:56+00:00,100.11138413084831,6
2020-01-01 00:05:58+00:00,100.10254105672901,1
2020-01-01 00:06:01+00:00,100.08939046307809,4
2020-01-01 00:06:02+00:00,100.16523269959673,9
2020-01-01 00:06:05+00:00,100.08391571625093,6
2020-01-01 00:06:07+00:00,100.10372891762559,4
2020-01-01 00:06:09+00:00,100.05927247684836,4
2020-01-01 00:06:10+00:00,100.04992775390697,6
2020-01-01 00:06:13+00:00,100.13595985697718,1
2020-01-01 00:06:15+00:00,100.1045597377723,2
2020-01-01 00:06:16+00:00,100.09514572146254,4
2020-01-01 00:06:18+00:00,100.06364822664433,2
2020-01-01 00:06:20+00:00,100.07519244915247,7
2020-01-01 00:06:23+00:00,100.14096112283637,6
2020-01-01 00:06:24+00:00,100.19643088311952,5
2020-01-01 00:06:26+00:00,100.17825792630063,7
2020-01-01 00:06:29+00:00,100.15920447423753,9
2020-01-01 00:06:30+00:00,100.2091076113438,9
2020-01-01 00:06:33+00:00,100.20745249930317,3
2020-01-01 00:06:34+00:00,100.15255944303534,7
2020-01-01 00:06:37+00:00,100.19635872507195,5
2020-01-01 00:06:38+00:00,100.17479120718455,6
2020-01-01 00:06:40+00:00,100.18220719430781,6
2020-01-01 00:06:43+00:00,100.1636970190016,6
2020-01-01 00:06:44+00:00,100.10538066886495,3
2020-01-01 00:06:47+00:00,100.10912141308539,3
2020-01-01 00:06:49+00:00,100.09264497723828,5
2020-01-01 00:06:50+00:00,100.14160168062676,4
2020-01-01 00:06:52+00:00,100.08436083954034,2
2020-01-01 00:06:55+00:00,100.1383295396721,6
2020-01-01 00:06:56+00:00,100.14521610314632,4
2020-01-01 00:06:59+00:00,100.11752534725969,2
2020-01-01 00:07:01+00:00,100.13429949467212,3
2020-01-01 00:07:02+00:00,100.1153444478892,3
2020-01-01 00:07:04+00:00,100.0923315100999,1
2020-01-01 00:07:07+00:00,100.05318579474971,2
2020-01-01 00:07:08+00:00,100.09089532157415,6
2020-01-01 00:07:11+00:00,100.08049152119997,1
2020-01-01 00:07:13+00:00,100.01265235547358,5
2020-01-01 00:07:14+00:00,100.01688816664605,5
2020-01-01 00:07:17+00:00,99.99578328096865,3
2020-01-01 00:07:19+00:00,100.00030388091173,4
2020-01-01 00:07:21+00:00,100.0305077987612,9
2020-01-01 00:07:23+00:00,100.07307531796096,6
2020-01-01 00:07:25+00:00,100.02600472595296,9
2020-01-01 00:07:27+00:00,100.07600144742044,4
2020-01-01 00:07:29+00:00,99.9848782729701,4
2020-01-01 00:07:30+00:00,99.99555198958592,1
2020-01-01 00:07:32+00:00,99.99947627425014,9
2020-01-01 00:07:35+00:00,99.9880797654217,8
2020-01-01 00:07:36+00:00,99.98181989117505,9
2020-01-01 00:07:38+00:00,99.92179350778687,1
2020-01-01 00:07:41+00:00,99.93654756176277,9
2020-01-01 00:07:43+00:00,99.96241676228806,1
2020-01-01 00:07:45+00:00,99.99359141519678,4
2020-01-01 00:07:47+00:00,99.99186860315773,1
2020-01-01 00:07:49+00:00,99.92522578680644,7
2020-01-01 00:07:50+00:00,99.94385912558901,8
2020-01-01 00:07:53+00:00,99.96161649316527,3
2020-01-01 00:07:54+00:00,99.87906788228385,4
2020-01-01 00:07:57+00:00,99.90368396418629,9
2020-01-01 00:07:59+00:00,99.84648872815286,9
2020-01-01 00:08:01+00:00,99.85899483148484,2
2020-01-01 00:08:02+00:00,99.9098872961312,3
2020-01-01 00:08:05+00:00,99.91684965267972,3
2020-01-01 00:08:07+00:00,99.94403832810337,4
2020-01-01 00:08:08+00:00,99.96616443275705,7
2020-01-01 00:08:11+00:00,99.94157730776064,7
2020-01-01 00:08:13+00:00,99.91248833237634,7
2020-01-01 00:08:15+00:00,99.91065325843604,9
2020-01-01 00:08:16+00:00,99.89245569823342,5
2020-01-01 00:08:19+00:00,99.9427230529086,9
2020-01-01 00:08:20+00:00,99.86778813727557,9
2020-01-01 00:08:22+00:00,99.90477607234462,4
2020-01-01 00:08:24+00:00,99.86874712588792,6
2020-01-01 00:08:26+00:00,99.8936311958144,7
2020-01-01 00:08:29+00:00,99.87012286994165,7
2020-01-01 00:08:30+00:00,99.88547124846177,1
2020-01-01 00:08:32+00:00,99.92703296767853,4
2020-01-01 00:08:34+00:00,99.88922236095087,6
2020-01-01 00:08:36+00:00,99.94554265853427,1
2020-01-01 00:08:38+00:00,99.90734939973161,6
2020-01-01 00:08:40+00:00,99.93424986488601,9
2020-01-01 00:08:43+00:00,99.97441110609822,3
2020-01-01 00:08:45+00:00,99.99657970050829,7
2020-01-01 00:08:47+00:00,100.02788988204952,6
2020-01-01 00:08:49+00:00,99.99667328802248,3
2020-01-01 00:08:50+00:00,99.99553145887653,3
2020-01-01 00:08:52+00:00,99.94387197757607,5
2020-01-01 00:08:54+00:00,99.96587091890896,7
2020-01-01 00:08:56+00:00,99.99016870254914,2
2020-01-01 00:08:59+00:00,99.93041702909598,1
2020-01-01 00:09:00+00:00,99.95658173292216,5
2020-01-01 00:09:02+00:00,99.94153398658284,5
2020-01-01 00:09:04+00:00,99.94736394467336,1
2020-01-01 00:09:07+00:00,99.88279716250946,9
2020-01-01 00:09:08+00:00,99.87170538056297,5
2020-01-01 00:09:11+00:00,99.84402975128725,6
2020-01-01 00:09:13+00:00,99.95184329011636,7
2020-01-01 00:09:15+00:00,99.87306882440934,9
2020-01-01 00:09:17+00:00,99.89210829775466,9
2020-01-01 00:09:19+00:00,99.88909602513044,9
2020-01-01 00:09:21+00:00,99.92229094094029,2
2020-01-01 00:09:23+00:00,99.90732157684145,7
2020-01-01 00:09:25+00:00,99.94130726108743,7
2020-01-01 00:09:27+00:00,99.89208873964641,8
2020-01-01 00:09:29+00:00,99.9250641943877,7
2020-01-01 00:09:30+00:00,99.89123242853283,7
2020-01-01 00:09:33+00:00,99.87324644829025,8
2020-01-01 00:09:35+00:00,99.96539750006534,5
2020-01-01 00:09:36+00:00,99.95154387005809,8
2020-01-01 00:09:38+00:00,99.98704143293106,8
2020-01-01 00:09:41+00:00,99.94743050617328,5
2020-01-01 00:09:43+00:00,99.95889625570365,8
2020-01-01 00:09:44+00:00,100.04556981137031,3
2020-01-01 00:09:46+00:00,100.01645788612343,8
2020-01-01 00:09:48+00:00,100.00884796952819,2
2020-01-01 00:09:50+00:00,99.99477965146103,1
2020-01-01 00:09:52+00:00,99.98928984159556,7
2020-01-01 00:09:55+00:00,100.04861634348602,1
2020-01-01 00:09:57+00:00,99.98427189838951,5
2020-01-01 00:09:59+00:00,99.99422448673727,5
2020-01-01 00:10:01+00:00,99.97245835053589,5
2020-01-01 00:10:02+00:00,99.91608335511798,7
2020-01-01 00:10:05+00:00,99.97516552970795,5
2020-01-01 00:10:07+00:00,100.0169803773934,4
2020-01-01 00:10:09+00:00,99.99242273901838,7
2020-01-01 00:10:11+00:00,100.06366970967171,4
2020-01-01 00:10:12+00:00,100.04475722764052,4
2020-01-01 00:10:15+00:00,99.99069670010786,1
2020-01-01 00:10:16+00:00,100.01492289866299,5
2020-01-01 00:10:19+00:00,99.97405384570595,6
2020-01-01 00:10:21+00:00,100.02891013411988,3
2020-01-01 00:10:23+00:00,100.02538893936854,9
2020-01-01 00:10:24+00:00,100.01008052121068,9
2020-01-01 00:10:26+00:00,99.97666124722112,6
2020-01-01 00:10:29+00:00,99.95122827920832,8
2020-01-01 00:10:30+00:00,99.93768909962,3
2020-01-01 00:10:33+00:00,99.97371303460802,4
2020-01-01 00:10:34+00:00,99.9679605554165,6
2020-01-01 00:10:36+00:00,100.00108630169909,2
2020-01-01 00:10:38+00:00,99.95695270869919,4
2020-01-01 00:10:40+00:00,99.95616325264349,3
2020-01-01 00:10:42+00:00,99.95451014096244,4
2020-01-01 00:10:44+00:00,99.92084616144152,6
2020-01-01 00:10:47+00:00,99.99286091386148,1
2020-01-01 00:10:49+00:00,100.00209003489421,5
2020-01-01 00:10:51+00:00,100.02846631264812,7
2020-01-01 00:10:53+00:00,99.9945605123547,2
2020-01-01 00:10:54+00:00,99.99037658344054,1
2020-01-01 00:10:57+00:00,99.97284204943757,2
2020-01-01 00:10:59+00:00,99.99227802793209,8
2020-01-01 00:11:01+00:00,99.90856538499095,6
2020-01-01 00:11:02+00:00,99.962903932026,1
2020-01-01 00:11:04+00:00,99.97763480096089,4
2020-01-01 00:11:07+00:00,99.99819528024116,8
2020-01-01 00:11:08+00:00,99.97120850032621,8
2020-01-01 00:11:11+00:00,99.94537374649656,4
2020-01-01 00:11:12+00:00,99.96095246508393,6
2020-01-01 00:11:14+00:00,99.95590676623436,4
2020-01-01 00:11:16+00:00,99.97464337969649,6
2020-01-01 00:11:19+00:00,99.99384293550067,5
2020-01-01 00:11:21+00:00,100.01696517732879,8
2020-01-01 00:11:22+00:00,100.02001047107899,2
2020-01-01 00:11:24+00:00,99.96655304743331,2
2020-01-01 00:11:27+00:00,99.94736381633355,2
2020-01-01 00:11:28+00:00,99.94336614534505,4
2020-01-01 00:11:31+00:00,99.91770591438785,7
2020-01-01 00:11:32+00:00,99.98371561316164,4
2020-01-01 00:11:34+00:00,99.9554173308132,9
2020-01-01 00:11:37+00:00,99.93004019368452,3
2020-01-01 00:11:38+00:00,99.85119153331503,2
2020-01-01 00:11:41+00:00,99.91990027216184,3
2020-01-01 00:11:42+00:00,99.88238303893024,3
2020-01-01 00:11:44+00:00,99.82981090394956,1
2020-01-01 00:11:47+00:00,99.83993547235913,9
2020-01-01 00:11:49+00:00,99.88958378424928,4
2020-01-01 00:11:51+00:00,99.83966339513465,7
2020-01-01 00:11:53+00:00,99.85613069499483,1
2020-01-01 00:11:55+00:00,99.8782375084943,9
2020-01-01 00:11:57+00:00,99.87040321113626,4
2020-01-01 00:11:58+00:00,99.8164215284957,4
2020-01-01 00:12:01+00:00,99.79880410889226,4
2020-01-01 00:12:03+00:00,99.83019422495461,7
2020-01-01 00:12:05+00:00,99.82623344204217,1
2020-01-01 00:12:07+00:00,99.8803955979551,7
2020-01-01 00:12:09+00:00,99.885329276811,8
2020-01-01 00:12:11+00:00,99.88706803547228,7
2020-01-01 00:12:13+00:00,99.87894884099009,4
2020-01-01 00:12:15+00:00,99.88893159513187,5
2020-01-01 00:12:17+00:00,99.90752593180719,3
2020-01-01 00:12:19+00:00,99.85829836112738,3
2020-01-01 00:12:20+00:00,99.84797135044991,9
2020-01-01 00:12:22+00:00,99.8260529608053,4
2020-01-01 00:12:24+00:00,99.8816601742595,9
2020-01-01 00:12:26+00:00,99.91047873194195,2
2020-01-01 00:12:28+00:00,99.84476638493818,3
2020-01-01 00:12:30+00:00,99.90005255434417,1
2020-01-01 00:12:32+00:00,99.94648870882399,8
2020-01-01 00:12:34+00:00,99.97415020984143,4
2020-01-01 00:12:37+00:00,99.89241404719233,3
2020-01-01 00:12:38+00:00,99.96890692326502,8
2020-01-01 00:12:41+00:00,99.96593041114869,5
2020-01-01 00:12:42+00:00,100.02611490774045,3
2020-01-01 00:12:45+00:00,99.97927593594851,4
2020-01-01 00:12:47+00:00,99.94586519148544,6
2020-01-01 00:12:48+00:00,99.90975221019663,6
2020-01-01 00:12:50+00:00,99.93480449649374,8
2020-01-01 00:12:52+00:00,99.94770656212798,4
2020-01-01 00:12:55+00:00,99.9693144686307,1
2020-01-01 00:12:56+00:00,99.94353772170341,8
2020-01-01 00:12:58+00:00,99.9217576438822,4
2020-01-01 00:13:00+00:00,99.87501440861145,9
2020-01-01 00:13:03+00:00,99.89417166646062,4
2020-01-01 00:13:04+00:00,99.90062980242469,6
2020-01-01 00:13:06+00:00,99.87580422080148,7
2020-01-01 00:13:08+00:00,99.95370735387174,1
2020-01-01 00:13:10+00:00,100.01439923359024,9
2020-01-01 00:13:13+00:00,99.98988719477548,9
2020-01-01 00:13:15+00:00,99.9796032530752,1
2020-01-01 00:13:17+00:00,99.83928773028872,5
2020-01-01 00:13:19+00:00,99.85643961448007,5
2020-01-01 00:13:21+00:00,99.84093541368877,4
2020-01-01 00:13:23+00:00,99.86620663281384,1
2020-01-01 00:13:24+00:00,99.85485389217992,4
2020-01-01 00:13:27+00:00,99.88977419025738,3
2020-01-01 00:13:28+00:00,99.94715180409982,5
2020-01-01 00:13:31+00:00,99.9487428125216,4
2020-01-01 00:13:32+00:00,99.92595062638414,2
2020-01-01 00:13:34+00:00,99.90044161521784,3
2020-01-01 00:13:37+00:00,99.90504664663875,7
2020-01-01 00:13:39+00:00,99.9107757423098,4
2020-01-01 00:13:40+00:00,99.91186933990473,7
2020-01-01 00:13:42+00:00,99.942178660147,4
2020-01-01 00:13:44+00:00,99.99194489236712,9
2020-01-01 00:13:47+00:00,99.98809719691921,5
2020-01-01 00:13:48+00:00,99.93080158651661,2
2020-01-01 00:13:51+00:00,99.92682519845145,3
2020-01-01 00:13:53+00:00,99.97476817634279,1
2020-01-01 00:13:55+00:00,99.97593904267096,4
2020-01-01 00:13:56+00:00,99.94269791544528,5
2020-01-01 00:13:58+00:00,99.92484094533752,2
2020-01-01 00:14:01+00:00,99.98325539492195,3
2020-01-01 00:14:02+00:00,99.98443616195287,4
2020-01-01 00:14:05+00:00,99.93845567956737,4
2020-01-01 00:14:06+00:00,99.97811644398892,7
2020-01-01 00:14:08+00:00,99.93210359649072,3
2020-01-01 00:14:10+00:00,100.00920735285061,1
2020-01-01 00:14:12+00:00,99.9363084547674,9
2020-01-01 00:14:15+00:00,99.9495300565264,9
2020-01-01 00:14:16+00:00,99.90683245647061,2
2020-01-01 00:14:19+00:00,99.90239085500141,2
2020-01-01 00:14:20+00:00,99.97634425803763,1
2020-01-01 00:14:22+00:00,99.94307842368598,8
2020-01-01 00:14:25+00:00,99.92615711144738,4
2020-01-01 00:14:27+00:00,99.92990541577556,3
2020-01-01 00:14:28+00:00,99.9074038585518,3
2020-01-01 00:14:31+00:00,99.86404336483902,1
2020-01-01 00:14:32+00:00,99.90387505587748,6
2020-01-01 00:14:34+00:00,99.8948155363059,8
2020-01-01 00:14:37+00:00,99.88215439996587,7
2020-01-01 00:14:39+00:00,99.876705133433,6
2020-01-01 00:14:41+00:00,99.8438952463917,5
2020-01-01 00:14:43+00:00,99.88222142719998,3
2020-01-01 00:14:44+00:00,99.88339259360863,7
2020-01-01 00:14:46+00:00,99.84734844360507,4
2020-01-01 00:14:49+00:00,99.82676536050272,5
2020-01-01 00:14:51+00:00,99.86276314053933,8
2020-01-01 00:14:52+00:00,99.88350608933129,8
2020-01-01 00:14:55+00:00,99.83932670220297,7
2020-01-01 00:14:56+00:00,99.88241178363323,7
2020-01-01 00:14:59+00:00,99.81317418748168,3
2020-01-01 00:15:01+00:00,99.81865357280934,4
2020-01-01 00:15:02+00:00,99.86380207788754,3
2020-01-01 00:15:04+00:00,99.8455452450712,8
2020-01-01 00:15:07+00:00,99.8400967049969,6
2020-01-01 00:15:08+00:00,99.84783192825843,5
2020-01-01 00:15:11+00:00,99.90622218594713,2
2020-01-01 00:15:13+00:00,99.8490992279853,1
2020-01-01 00:15:15+00:00,99.89992296881125,3
2020-01-01 00:15:17+00:00,99.9062977127736,3
2020-01-01 00:15:19+00:00,99.8628711510613,8
2020-01-01 00:15:20+00:00,99.86859570710403,8
2020-01-01 00:15:22+00:00,99.81390568782321,7
2020-01-01 00:15:24+00:00,99.83348213016446,9
2020-01-01 00:15:27+00:00,99.87940762057896,1
2020-01-01 00:15:28+00:00,99.81930583419317,9
2020-01-01 00:15:31+00:00,99.84442097929258,5
2020-01-01 00:15:32+00:00,99.85281203410923,3
2020-01-01 00:15:35+00:00,99.80999256033945,4
2020-01-01 00:15:36+00:00,99.80133447522137,2
2020-01-01 00:15:38+00:00,99.82431052898953,7
2020-01-01 00:15:40+00:00,99.767792503966,5
2020-01-01 00:15:42+00:00,99.76807352508895,4
2020-01-01 00:15:44+00:00,99.86898158727394,9
2020-01-01 00:15:47+00:00,99.83572209198391,3
2020-01-01 00:15:49+00:00,99.87324488769406,9
2020-01-01 00:15:50+00:00,99.91253120168652,8
2020-01-01 00:15:52+00:00,99.88612815491871,7
2020-01-01 00:15:55+00:00,99.92887312510994,2
2020-01-01 00:15:57+00:00,99.98026976221558,8
2020-01-01 00:15:59+00:00,99.94772127087052,6
2020-01-01 00:16:01+00:00,99.98467866984629,3
2020-01-01 00:16:02+00:00,99.94159659932396,3
2020-01-01 00:16:04+00:00,99.9535746372769,9
2020-01-01 00:16:06+00:00,99.94873969116891,6
2020-01-01 00:16:09+00:00,99.94672431286457,5
2020-01-01 00:16:10+00:00,99.90353083749757,2
2020-01-01 00:16:13+00:00,99.87625118704418,4
2020-01-01 00:16:15+00:00,99.84264133139442,8
2020-01-01 00:16:17+00:00,99.88283067053489,1
2020-01-01 00:16:18+00:00,99.83985127119745,4
2020-01-01 00:16:21+00:00,99.80680278205791,8
2020-01-01 00:16:22+00:00,99.8342066959921,7
2020-01-01 00:16:25+00:00,99.88230742420625,7
2020-01-01 00:16:26+00:00,99.83138128544174,7
2020-01-01 00:16:28+00:00,99.91332639109415,4
2020-01-01 00:16:31+00:00,99.91317510725476,5
2020-01-01 00:16:33+00:00,99.92834499563247,8
2020-01-01 00:16:35+00:00,99.9170879156842,5
2020-01-01 00:16:37+00:00,99.96177704915675,4
2020-01-01 00:16:38+00:00,99.92222083830522,2
2020-01-01 00:16:40+00:00,99.98005585119071,5
2020-01-01 00:16:42+00:00,99.93720214907938,5
2020-01-01 00:16:45+00:00,99.96588325524809,9
2020-01-01 00:16:47+00:00,99.95009852163761,5
2020-01-01 00:16:48+00:00,99.8989625806153,8
2020-01-01 00:16:50+00:00,99.92216451447325,9
2020-01-01 00:16:53+00:00,99.89518814811223,1
2020-01-01 00:16:54+00:00,99.87269728228523,4
2020-01-01 00:16:56+00:00,99.88446236430718,9
2020-01-01 00:16:58+00:00,99.89468188148628,2
2020-01-01 00:17:01+00:00,99.85745827250535,8
2020-01-01 00:17:02+00:00,99.85634311596613,4
2020-01-01 00:17:05+00:00,99.79845064402042,9
2020-01-01 00:17:06+00:00,99.78389475176579,8
2020-01-01 00:17:08+00:00,99.79097053787059,5
2020-01-01 00:17:11+00:00,99.82817372352612,1
2020-01-01 00:17:13+00:00,99.84180755245882,8
2020-01-01 00:17:15+00:00,99.83090373436916,1
