ts,mid,bid_size,ask_size
2020-01-01 00:04:22+00:00,99.97589434372622,383.0,396.0
2020-01-01 00:04:24+00:00,100.00069554072165,219.0,262.0
2020-01-01 00:04:26+00:00,99.9988084848792,220.0,377.0
2020-01-01 00:04:28+00:00,99.99190282083767,311.0,115.0
2020-01-01 00:04:30+00:00,100.01021731284698,254.0,207.0
2020-01-01 00:04:32+00:00,100.01331704133396,326.0,77.0
2020-01-01 00:04:34+00:00,100.01468205302585,262.0,226.0
2020-01-01 00:04:36+00:00,100.01810326847017,376.0,191.0
2020-01-01 00:04:38+00:00,100.033321516478,201.0,326.0
2020-01-01 00:04:40+00:00,100.04011299130431,84.0,343.0
2020-01-01 00:04:42+00:00,100.03406879255867,266.0,293.0
2020-01-01 00:04:44+00:00,100.04180148488278,215.0,255.0
2020-01-01 00:04:46+00:00,100.0355316251174,137.0,149.0
2020-01-01 00:04:48+00:00,100.02181592246266,114.0,161.0
2020-01-01 00:04:50+00:00,100.02432106683429,310.0,111.0
2020-01-01 00:04:52+00:00,100.03624541073424,130.0,156.0
2020-01-01 00:04:54+00:00,100.00649930714656,129.0,194.0
2020-01-01 00:04:56+00:00,100.00007231583848,192.0,372.0
2020-01-01 00:04:58+00:00,100.00506037322278,151.0,75.0
2020-01-01 00:05:00+00:00,100.02521997063087,346.0,333.0
2020-01-01 00:05:02+00:00,100.018400236801,216.0,241.0
2020-01-01 00:05:04+00:00,99.98562262482693,319.0,141.0
2020-01-01 00:05:06+00:00,100.00909515719049,295.0,237.0
2020-01-01 00:05:08+00:00,100.00795758632283,117.0,91.0
2020-01-01 00:05:10+00:00,100.01946392674328,205.0,310.0
2020-01-01 00:05:12+00:00,99.995601766708,348.0,100.0
2020-01-01 00:05:14+00:00,99.99735442690006,391.0,321.0
2020-01-01 00:05:16+00:00,100.01231740811234,173.0,300.0
2020-01-01 00:05:18+00:00,99.98320998719267,296.0,377.0
2020-01-01 00:05:20+00:00,99.99610999347092,136.0,52.0
2020-01-01 00:05:22+00:00,100.01744875020972,225.0,186.0
2020-01-01 00:05:24+00:00,100.00268886157963,273.0,117.0
2020-01-01 00:05:26+00:00,99.97725019020714,134.0,279.0
2020-01-01 00:05:28+00:00,99.96170657282283,365.0,332.0
2020-01-01 00:05:30+00:00,99.96910835614433,238.0,53.0
2020-01-01 00:05:32+00:00,99.94732286288648,103.0,277.0
2020-01-01 00:05:34+00:00,99.93046761546962,214.0,348.0
2020-01-01 00:05:36+00:00,99.93040373568395,348.0,398.0
2020-01-01 00:05:38+00:00,99.93211997764385,351.0,170.0
2020-01-01 00:05:40+00:00,99.94917940033929,299.0,108.0
2020-01-01 00:05:42+00:00,99.94742179204597,136.0,360.0
2020-01-01 00:05:44+00:00,99.94229851752313,149.0,323.0
2020-01-01 00:05:46+00:00,99.94729685641484,277.0,97.0
2020-01-01 00:05:48+00:00,99.97593736711605,153.0,228.0
2020-01-01 00:05:50+00:00,99.94940407881504,204.0,70.0
2020-01-01 00:05:52+00:00,99.9995013754629,309.0,304.0
2020-01-01 00:05:54+00:00,100.00766718150192,374.0,291.0
2020-01-01 00:05:56+00:00,100.01107730974478,86.0,221.0
2020-01-01 00:05:58+00:00,99.99798737741715,77.0,270.0
2020-01-01 00:06:00+00:00,99.99932952394116,394.0,179.0
2020-01-01 00:06:02+00:00,100.00475351754025,130.0,286.0
2020-01-01 00:06:04+00:00,99.99518459120935,83.0,156.0
2020-01-01 00:06:06+00:00,100.01044492264474,139.0,311.0
2020-01-01 00:06:08+00:00,100.01876541550467,358.0,106.0
2020-01-01 00:06:10+00:00,100.03957128747813,242.0,150.0
2020-01-01 00:06:12+00:00,100.0350439268393,242.0,273.0
2020-01-01 00:06:14+00:00,100.01965962183522,205.0,115.0
2020-01-01 00:06:16+00:00,100.02328866592383,375.0,113.0
2020-01-01 00:06:18+00:00,100.01203944270979,167.0,301.0
2020-01-01 00:06:20+00:00,99.99144332857168,284.0,388.0
2020-01-01 00:06:22+00:00,99.98716087358073,115.0,112.0
2020-01-01 00:06:24+00:00,100.0109294448821,282.0,91.0
2020-01-01 00:06:26+00:00,100.01249448752824,140.0,200.0
2020-01-01 00:06:28+00:00,100.00537257592738,206.0,213.0
2020-01-01 00:06:30+00:00,100.00853632760794,200.0,362.0
2020-01-01 00:06:32+00:00,100.0378148390968,133.0,249.0
2020-01-01 00:06:34+00:00,100.04432635984436,398.0,308.0
2020-01-01 00:06:36+00:00,100.06377138703859,376.0,320.0
2020-01-01 00:06:38+00:00,100.05631241579447,221.0,363.0
2020-01-01 00:06:40+00:00,100.0388260217808,55.0,160.0
2020-01-01 00:06:42+00:00,100.0379238329944,111.0,208.0
2020-01-01 00:06:44+00:00,100.0527725630044,248.0,342.0
2020-01-01 00:06:46+00:00,100.04791032537089,72.0,234.0
2020-01-01 00:06:48+00:00,100.05758148439307,204.0,315.0
2020-01-01 00:06:50+00:00,100.06063188454856,255.0,383.0
2020-01-01 00:06:52+00:00,100.0481431812954,205.0,70.0
2020-01-01 00:06:54+00:00,100.06379967645529,274.0,312.0
2020-01-01 00:06:56+00:00,100.0691926987846,79.0,164.0
2020-01-01 00:06:58+00:00,100.05551401636743,241.0,268.0
2020-01-01 00:07:00+00:00,100.0467826612998,80.0,72.0
2020-01-01 00:07:02+00:00,100.0783196074576,309.0,277.0
2020-01-01 00:07:04+00:00,100.07301629283421,373.0,69.0
2020-01-01 00:07:06+00:00,100.07756296624655,173.0,232.0
2020-01-01 00:07:08+00:00,100.05725771051279,182.0,101.0
2020-01-01 00:07:10+00:00,100.08394622529583,335.0,346.0
2020-01-01 00:07:12+00:00,100.06579504450367,241.0,375.0
2020-01-01 00:07:14+00:00,100.04733068019944,161.0,330.0
2020-01-01 00:07:16+00:00,100.03474231370805,64.0,307.0
2020-01-01 00:07:18+00:00,100.03925239307029,288.0,389.0
2020-01-01 00:07:20+00:00,100.03634890118846,171.0,398.0
2020-01-01 00:07:22+00:00,100.02183169253065,391.0,340.0
2020-01-01 00:07:24+00:00,100.05554781110361,329.0,335.0
2020-01-01 00:07:26+00:00,100.05460345964104,118.0,274.0
2020-01-01 00:07:28+00:00,100.05820084519327,60.0,383.0
2020-01-01 00:07:30+00:00,100.07663380459263,308.0,290.0
2020-01-01 00:07:32+00:00,100.09492612185564,327.0,360.0
2020-01-01 00:07:34+00:00,100.0790664949812,291.0,226.0
2020-01-01 00:07:36+00:00,100.08079698454749,107.0,293.0
2020-01-01 00:07:38+00:00,100.03665054100229,179.0,224.0
2020-01-01 00:07:40+00:00,100.04609362516098,297.0,222.0
2020-01-01 00:07:42+00:00,100.05166400147226,296.0,352.0
2020-01-01 00:07:44+00:00,100.05154604678727,140.0,247.0
2020-01-01 00:07:46+00:00,100.04217450361226,294.0,202.0
2020-01-01 00:07:48+00:00,100.0689589408753,370.0,315.0
2020-01-01 00:07:50+00:00,100.07296420976404,319.0,365.0
2020-01-01 00:07:52+00:00,100.04366488380067,372.0,346.0
2020-01-01 00:07:54+00:00,100.0476033195258,55.0,250.0
2020-01-01 00:07:56+00:00,100.04330161702754,185.0,76.0
2020-01-01 00:07:58+00:00,100.05934918602391,116.0,329.0
2020-01-01 00:08:00+00:00,100.04031616037065,217.0,205.0
2020-01-01 00:08:02+00:00,100.04705457193076,264.0,183.0
2020-01-01 00:08:04+00:00,100.05854600387273,212.0,73.0
2020-01-01 00:08:06+00:00,100.06691780940679,259.0,212.0
2020-01-01 00:08:08+00:00,100.06359866777977,257.0,308.0
2020-01-01 00:08:10+00:00,100.05046195808869,280.0,122.0
2020-01-01 00:08:12+00:00,100.05168157382933,65.0,232.0
2020-01-01 00:08:14+00:00,100.03552618569165,181.0,154.0
2020-01-01 00:08:16+00:00,100.03658892143368,209.0,211.0
2020-01-01 00:08:18+00:00,100.02059798728826,208.0,201.0
2020-01-01 00:08:20+00:00,100.03115040892948,286.0,297.0
2020-01-01 00:08:22+00:00,100.0141646896118,100.0,328.0
2020-01-01 00:08:24+00:00,100.01762871957602,62.0,118.0
2020-01-01 00:08:26+00:00,100.00650163641662,98.0,169.0
2020-01-01 00:08:28+00:00,100.00585614160052,238.0,393.0
2020-01-01 00:08:30+00:00,100.00554069722601,129.0,328.0
2020-01-01 00:08:32+00:00,100.00044767295272,170.0,337.0
2020-01-01 00:08:34+00:00,99.99303629177912,99.0,143.0
2020-01-01 00:08:36+00:00,100.01490414216904,273.0,297.0
2020-01-01 00:08:38+00:00,100.01737983178836,64.0,57.0
2020-01-01 00:08:40+00:00,100.03957689093903,182.0,168.0
2020-01-01 00:08:42+00:00,100.02486191432246,161.0,260.0
2020-01-01 00:08:44+00:00,99.99159560581815,208.0,136.0
2020-01-01 00:08:46+00:00,99.99657390418047,186.0,83.0
2020-01-01 00:08:48+00:00,100.01659591800947,366.0,145.0
2020-01-01 00:08:50+00:00,100.00595203097605,142.0,398.0
2020-01-01 00:08:52+00:00,99.99406972089876,326.0,296.0
2020-01-01 00:08:54+00:00,100.03387306947232,359.0,225.0
2020-01-01 00:08:56+00:00,100.03191126050515,110.0,118.0
2020-01-01 00:08:58+00:00,100.0100278606774,64.0,87.0
2020-01-01 00:09:00+00:00,100.01921561458839,251.0,388.0
2020-01-01 00:09:02+00:00,100.0132106591177,162.0,293.0
2020-01-01 00:09:04+00:00,100.01027935068673,120.0,384.0
2020-01-01 00:09:06+00:00,99.99745521348154,373.0,139.0
2020-01-01 00:09:08+00:00,100.0243309746114,279.0,275.0
2020-01-01 00:09:10+00:00,100.02213058807015,197.0,70.0
2020-01-01 00:09:12+00:00,100.03035153339871,392.0,354.0
2020-01-01 00:09:14+00:00,100.03371172454057,142.0,171.0
2020-01-01 00:09:16+00:00,100.03605806278061,193.0,269.0
2020-01-01 00:09:18+00:00,100.02974344727036,61.0,149.0
2020-01-01 00:09:20+00:00,100.05790502406526,300.0,120.0
2020-01-01 00:09:22+00:00,100.07289207284003,350.0,115.0
2020-01-01 00:09:24+00:00,100.06614520630765,271.0,133.0
2020-01-01 00:09:26+00:00,100.04982827986785,257.0,285.0
2020-01-01 00:09:28+00:00,100.02974766959017,82.0,388.0
2020-01-01 00:09:30+00:00,100.01085516310478,156.0,61.0
2020-01-01 00:09:32+00:00,100.04138543778396,297.0,294.0
2020-01-01 00:09:34+00:00,100.03777283528602,89.0,210.0
2020-01-01 00:09:36+00:00,100.01451868677255,140.0,198.0
2020-01-01 00:09:38+00:00,100.00026160620111,125.0,206.0
2020-01-01 00:09:40+00:00,99.9780738902452,128.0,284.0
2020-01-01 00:09:42+00:00,99.98910471873769,296.0,185.0
2020-01-01 00:09:44+00:00,100.01861506672758,167.0,327.0
2020-01-01 00:09:46+00:00,99.9754880393438,353.0,383.0
2020-01-01 00:09:48+00:00,99.99301686889055,153.0,364.0
2020-01-01 00:09:50+00:00,100.01031578766401,244.0,390.0
2020-01-01 00:09:52+00:00,100.00893395799363,169.0,247.0
2020-01-01 00:09:54+00:00,100.00176121469048,332.0,359.0
2020-01-01 00:09:56+00:00,100.00580253148888,394.0,352.0
2020-01-01 00:09:58+00:00,100.02241983053129,341.0,81.0
2020-01-01 00:10:00+00:00,100.02198356542102,258.0,201.0
2020-01-01 00:10:02+00:00,100.02851025631568,379.0,391.0
2020-01-01 00:10:04+00:00,100.01467417441006,152.0,75.0
2020-01-01 00:10:06+00:00,100.02889371756059,136.0,308.0
2020-01-01 00:10:08+00:00,100.0181658722852,342.0,289.0
2020-01-01 00:10:10+00:00,100.0456402235753,366.0,229.0
2020-01-01 00:10:12+00:00,100.0464308083306,112.0,218.0
2020-01-01 00:10:14+00:00,100.053646823051,281.0,219.0
2020-01-01 00:10:16+00:00,100.0738097954551,64.0,173.0
2020-01-01 00:10:18+00:00,100.06241490788676,348.0,229.0
2020-01-01 00:10:20+00:00,100.07359595486949,172.0,347.0
2020-01-01 00:10:22+00:00,100.04967483051968,193.0,80.0
2020-01-01 00:10:24+00:00,100.06505159633929,168.0,339.0
2020-01-01 00:10:26+00:00,100.05499831030245,361.0,106.0
2020-01-01 00:10:28+00:00,100.06065578707206,210.0,143.0
2020-01-01 00:10:30+00:00,100.07527211454767,283.0,235.0
2020-01-01 00:10:32+00:00,100.08414978511566,243.0,328.0
2020-01-01 00:10:34+00:00,100.04878470929694,230.0,248.0
2020-01-01 00:10:36+00:00,100.04049460489696,169.0,276.0
2020-01-01 00:10:38+00:00,100.056903976273,331.0,87.0
2020-01-01 00:10:40+00:00,100.07066963063744,77.0,87.0
2020-01-01 00:10:42+00:00,100.06977649001838,213.0,245.0
2020-01-01 00:10:44+00:00,100.05121717028543,65.0,304.0
2020-01-01 00:10:46+00:00,100.04854654917501,63.0,62.0
2020-01-01 00:10:48+00:00,100.07267823074787,363.0,368.0
2020-01-01 00:10:50+00:00,100.06529910402213,226.0,235.0
2020-01-01 00:10:52+00:00,100.06779002802291,366.0,217.0
2020-01-01 00:10:54+00:00,100.08905786122871,206.0,240.0
2020-01-01 00:10:56+00:00,100.0583767667542,109.0,356.0
2020-01-01 00:10:58+00:00,100.03359467049717,354.0,389.0
2020-01-01 00:11:00+00:00,100.05188523030019,209.0,361.0
2020-01-01 00:11:02+00:00,100.04134904789697,390.0,97.0
2020-01-01 00:11:04+00:00,100.07768445675107,235.0,389.0
2020-01-01 00:11:06+00:00,100.05247261430537,374.0,350.0
2020-01-01 00:11:08+00:00,100.07848975652553,242.0,186.0
2020-01-01 00:11:10+00:00,100.0675458837305,166.0,132.0
2020-01-01 00:11:12+00:00,100.07318624983684,115.0,359.0
2020-01-01 00:11:14+00:00,100.03836350149236,331.0,134.0
2020-01-01 00:11:16+00:00,100.06927043386304,340.0,207.0
2020-01-01 00:11:18+00:00,100.05819370373572,158.0,135.0
2020-01-01 00:11:20+00:00,100.06827227117729,183.0,233.0
2020-01-01 00:11:22+00:00,100.05428726161934,307.0,207.0
2020-01-01 00:11:24+00:00,100.06608165184043,377.0,66.0
2020-01-01 00:11:26+00:00,100.07825807999052,364.0,168.0
2020-01-01 00:11:28+00:00,100.09099601000702,108.0,98.0
2020-01-01 00:11:30+00:00,100.09078107315247,209.0,161.0
2020-01-01 00:11:32+00:00,100.10186011919748,336.0,224.0
2020-01-01 00:11:34+00:00,100.0893751518922,191.0,300.0
2020-01-01 00:11:36+00:00,100.0859133530697,152.0,333.0
2020-01-01 00:11:38+00:00,100.09711340719949,236.0,355.0
2020-01-01 00:11:40+00:00,100.0921042427401,78.0,280.0
2020-01-01 00:11:42+00:00,100.09223334659988,379.0,190.0
2020-01-01 00:11:44+00:00,100.11118895465943,271.0,83.0
2020-01-01 00:11:46+00:00,100.11098062726299,79.0,131.0
2020-01-01 00:11:48+00:00,100.11081629541847,108.0,330.0
2020-01-01 00:11:50+00:00,100.08339887012632,58.0,239.0
2020-01-01 00:11:52+00:00,100.09052353685226,352.0,109.0
2020-01-01 00:11:54+00:00,100.10421811058683,377.0,324.0
2020-01-01 00:11:56+00:00,100.09457319024271,137.0,318.0
2020-01-01 00:11:58+00:00,100.07578680441603,66.0,228.0
2020-01-01 00:12:00+00:00,100.07954816472918,258.0,204.0
2020-01-01 00:12:02+00:00,100.0903770437461,96.0,94.0
2020-01-01 00:12:04+00:00,100.08107500639412,109.0,125.0
2020-01-01 00:12:06+00:00,100.06562636337466,160.0,225.0
2020-01-01 00:12:08+00:00,100.09024006093141,312.0,340.0
2020-01-01 00:12:10+00:00,100.09507896554356,208.0,163.0
2020-01-01 00:12:12+00:00,100.12748260593126,117.0,255.0
2020-01-01 00:12:14+00:00,100.10894483282732,341.0,246.0
2020-01-01 00:12:16+00:00,100.14425030222883,320.0,291.0
2020-01-01 00:12:18+00:00,100.13929010209432,337.0,227.0
2020-01-01 00:12:20+00:00,100.13905154514705,375.0,335.0
2020-01-01 00:12:22+00:00,100.13986685199767,179.0,397.0
2020-01-01 00:12:24+00:00,100.12643077047682,333.0,122.0
2020-01-01 00:12:26+00:00,100.14749844131616,276.0,77.0
2020-01-01 00:12:28+00:00,100.15123834842787,296.0,301.0
2020-01-01 00:12:30+00:00,100.15085782261964,368.0,151.0
2020-01-01 00:12:32+00:00,100.15674593048612,343.0,229.0
2020-01-01 00:12:34+00:00,100.15557535137049,51.0,192.0
2020-01-01 00:12:36+00:00,100.14192690385717,337.0,238.0
2020-01-01 00:12:38+00:00,100.16990747803776,108.0,333.0
2020-01-01 00:12:40+00:00,100.1647382914328,325.0,253.0
2020-01-01 00:12:42+00:00,100.18558731354373,376.0,397.0
2020-01-01 00:12:44+00:00,100.1689388432526,108.0,344.0
2020-01-01 00:12:46+00:00,100.1669976504777,137.0,126.0
2020-01-01 00:12:48+00:00,100.18305251751968,50.0,212.0
2020-01-01 00:12:50+00:00,100.17508652792203,364.0,230.0
2020-01-01 00:12:52+00:00,100.18627041233877,316.0,114.0
2020-01-01 00:12:54+00:00,100.18426054083848,131.0,229.0
2020-01-01 00:12:56+00:00,100.17227685696737,335.0,365.0
2020-01-01 00:12:58+00:00,100.1865634125786,84.0,278.0
2020-01-01 00:13:00+00:00,100.18702680677585,200.0,198.0
2020-01-01 00:13:02+00:00,100.20711734500505,276.0,232.0
2020-01-01 00:13:04+00:00,100.20430196558388,134.0,168.0
2020-01-01 00:13:06+00:00,100.1907062968064,80.0,302.0
2020-01-01 00:13:08+00:00,100.19965844097887,279.0,366.0
2020-01-01 00:13:10+00:00,100.18210639062862,319.0,388.0
2020-01-01 00:13:12+00:00,100.16767830807328,218.0,285.0
2020-01-01 00:13:14+00:00,100.17461903611796,176.0,133.0
2020-01-01 00:13:16+00:00,100.19366581696102,250.0,355.0
2020-01-01 00:13:18+00:00,100.16355120620841,217.0,130.0
2020-01-01 00:13:20+00:00,100.16449680731226,288.0,359.0
2020-01-01 00:13:22+00:00,100.14244141876578,389.0,289.0
2020-01-01 00:13:24+00:00,100.13829841276447,246.0,89.0
2020-01-01 00:13:26+00:00,100.16296047848614,66.0,57.0
2020-01-01 00:13:28+00:00,100.16209801373611,339.0,175.0
2020-01-01 00:13:30+00:00,100.13724387569223,323.0,151.0
2020-01-01 00:13:32+00:00,100.13390425930976,131.0,287.0
2020-01-01 00:13:34+00:00,100.11110602117238,244.0,289.0
2020-01-01 00:13:36+00:00,100.13147644999046,153.0,386.0
2020-01-01 00:13:38+00:00,100.1415436766265,238.0,206.0
2020-01-01 00:13:40+00:00,100.1559762773213,214.0,233.0
2020-01-01 00:13:42+00:00,100.12080204594272,354.0,76.0
2020-01-01 00:13:44+00:00,100.15050007264821,126.0,374.0
2020-01-01 00:13:46+00:00,100.1274481819297,71.0,139.0
2020-01-01 00:13:48+00:00,100.12216056009049,70.0,247.0
2020-01-01 00:13:50+00:00,100.12540665252713,100.0,288.0
2020-01-01 00:13:52+00:00,100.12335269837098,281.0,231.0
2020-01-01 00:13:54+00:00,100.13563011661176,364.0,355.0
2020-01-01 00:13:56+00:00,100.1286856143487,285.0,106.0
2020-01-01 00:13:58+00:00,100.12517167913904,155.0,336.0
2020-01-01 00:14:00+00:00,100.10899700345037,237.0,191.0
2020-01-01 00:14:02+00:00,100.13321056369635,346.0,368.0
2020-01-01 00:14:04+00:00,100.11894290898393,326.0,97.0
